City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Caceres,ES,2022-01-26 18:17:52,39.522,-6.3748,48.79,67,51,13.33
294,Neiafu,TO,2022-01-26 18:17:53,-18.65,-173.9833,74.08,94,40,0.0
295,San Patricio,US,2022-01-26 18:17:53,28.017,-97.5169,60.93,65,100,10.94
296,Pangoa,PE,2022-01-26 18:17:53,-12.1167,-73.0,85.14,55,100,4.32
297,Flinders,AU,2022-01-26 18:17:53,-34.5833,150.8552,69.8,77,65,5.01
298,Touros,BR,2022-01-26 18:17:54,-5.1989,-35.4608,86.9,62,15,15.08
299,Rosarito,MX,2022-01-26 18:15:44,32.3333,-117.0333,66.67,36,96,2.08
300,Cascais,PT,2022-01-26 18:17:54,38.6979,-9.4215,57.47,56,0,7.0
301,Severo-Yeniseyskiy,RU,2022-01-26 18:15:47,60.3725,93.0408,-20.49,100,27,3.29
302,Skibbereen,IE,2022-01-26 18:17:54,51.55,-9.2667,48.0,91,76,14.29
303,Carnarvon,AU,2022-01-26 18:17:55,-24.8667,113.6333,75.27,78,40,18.41
304,Sola,VU,2022-01-26 18:17:55,-13.8833,167.55,82.2,77,95,11.99
305,Lodwar,KE,2022-01-26 18:17:55,3.1191,35.5973,85.73,32,0,14.27
306,Saint-Pierre,RE,2022-01-26 18:17:56,-21.3393,55.4781,74.88,69,75,6.91
307,Puerto Escondido,MX,2022-01-26 18:17:56,15.85,-97.0667,86.83,62,0,6.91
308,Rawatbhata,IN,2022-01-26 18:17:56,24.9333,75.5833,53.74,50,0,2.8
309,Kahului,US,2022-01-26 18:13:16,20.8947,-156.47,74.84,71,20,3.44
310,Freeport,US,2022-01-26 18:17:56,40.6576,-73.5832,30.06,36,0,5.99
311,Kapoeta,SS,2022-01-26 18:17:57,4.7717,33.5903,87.1,20,65,15.19
312,Pocos De Caldas,BR,2022-01-26 18:13:48,-21.7878,-46.5614,77.58,69,100,3.44
313,Antofagasta,CL,2022-01-26 18:17:57,-23.65,-70.4,70.21,61,5,9.28
314,Bontang,ID,2022-01-26 18:17:58,0.1333,117.5,77.02,88,83,0.51
315,Puro,PH,2022-01-26 18:18:58,12.4841,123.3827,77.68,89,52,10.67
316,Vila Velha,BR,2022-01-26 18:14:11,-20.3297,-40.2925,82.35,65,0,11.5
317,Buala,SB,2022-01-26 18:18:58,-8.145,159.5921,76.87,83,100,4.52
318,Chernyshevskiy,RU,2022-01-26 18:18:58,63.0128,112.4714,-11.63,98,97,3.42
319,Singkang,MY,2022-01-26 18:18:59,2.1006,102.7994,75.09,89,52,2.1
320,Bilma,NE,2022-01-26 18:18:59,18.6853,12.9164,63.14,20,27,8.34
321,Aasiaat,GL,2022-01-26 18:18:59,68.7098,-52.8699,11.8,81,100,16.87
322,Okakarara,NA,2022-01-26 18:19:00,-20.5833,17.4333,78.26,40,99,7.18
323,Vanimo,PG,2022-01-26 18:19:00,-2.6741,141.3028,78.22,89,66,0.89
324,Yulara,AU,2022-01-26 18:19:00,-25.2406,130.9889,78.64,65,72,3.44
325,Brazzaville,CG,2022-01-26 18:19:00,-4.2658,15.2832,74.39,85,91,2.89
326,Hailar,CN,2022-01-26 18:19:01,49.2,119.7,-15.68,100,100,3.47
327,Manama,BH,2022-01-26 18:19:01,26.2154,50.5832,69.35,59,0,8.05
328,Egvekinot,RU,2022-01-26 18:19:01,66.3167,-179.1667,-26.61,86,25,3.4
329,Guymon,US,2022-01-26 18:19:02,36.6828,-101.4816,30.2,64,100,13.8
330,Ati,TD,2022-01-26 18:19:02,13.2154,18.3353,74.61,18,23,12.08
331,Airai,TL,2022-01-26 18:19:02,-8.9266,125.4092,61.68,86,100,3.04
332,Impfondo,CG,2022-01-26 18:19:03,1.6381,18.0667,79.32,26,94,2.89
333,Tongzi,CN,2022-01-26 18:19:03,28.7829,105.0877,47.37,95,100,1.99
334,Cosala,MX,2022-01-26 18:19:03,24.4125,-106.6908,80.01,26,61,2.66
335,Ambon,ID,2022-01-26 18:19:04,-3.6954,128.1814,77.14,94,40,6.91
336,Amapa,BR,2022-01-26 18:19:04,1.0,-52.0,80.42,82,94,3.96
337,Kichmengskiy Gorodok,RU,2022-01-26 18:19:04,59.9816,45.7854,-0.81,100,95,2.91
338,Buchanan,LR,2022-01-26 18:19:04,5.8808,-10.0467,85.96,71,5,10.67
339,Ostrovnoy,RU,2022-01-26 18:19:05,68.0531,39.5131,9.43,89,32,15.1
340,Koslan,RU,2022-01-26 18:19:05,63.4564,48.8989,6.8,99,99,3.53
341,Hualmay,PE,2022-01-26 18:19:05,-11.0964,-77.6139,75.78,72,64,11.72
342,Sao Felix Do Xingu,BR,2022-01-26 18:19:05,-6.6447,-51.995,87.91,57,96,2.59
343,Port-Cartier,CA,2022-01-26 18:19:06,50.0334,-66.8654,-0.18,69,2,10.29
344,Vila Franca Do Campo,PT,2022-01-26 18:19:06,37.7167,-25.4333,61.2,79,76,11.32
345,Haldia,IN,2022-01-26 18:19:06,22.0605,88.1097,66.18,80,60,7.7
346,Gornopravdinsk,RU,2022-01-26 18:19:07,60.05,69.9,3.52,97,98,5.03
347,Cherskiy,RU,2022-01-26 18:19:07,68.75,161.3,-44.01,99,49,4.18
348,Zhangjiakou,CN,2022-01-26 18:19:07,40.81,114.8794,10.08,77,19,5.61
349,Cayenne,GF,2022-01-26 18:19:07,4.9333,-52.3333,80.64,83,75,10.36
350,Bitkine,TD,2022-01-26 18:19:08,11.9801,18.2138,77.22,18,7,7.36
351,Sakhon Nakhon,TH,2022-01-26 18:19:08,17.1612,104.1472,72.9,68,10,6.04
352,Poroshkovo,UA,2022-01-26 18:19:08,48.6683,22.7533,24.35,98,98,1.5
353,Launceston,AU,2022-01-26 18:17:35,-41.45,147.1667,64.8,87,40,9.22
354,Mineiros,BR,2022-01-26 18:18:03,-17.5694,-52.5511,82.65,59,73,8.43
355,Cayhagan,PH,2022-01-26 18:19:09,9.6697,122.4256,78.1,85,37,5.21
356,Oyama,JP,2022-01-26 18:19:09,36.3,139.8,43.59,73,11,1.72
357,Mersing,MY,2022-01-26 18:19:09,2.4312,103.8405,78.71,83,24,6.91
358,Deputatskiy,RU,2022-01-26 18:19:09,69.3,139.9,-18.74,88,96,5.19
359,Nemuro,JP,2022-01-26 18:19:10,43.3236,145.575,27.3,87,100,2.86
360,Meiganga,CM,2022-01-26 18:20:10,6.5167,14.3,74.44,21,73,9.42
361,Saldanha,ZA,2022-01-26 18:20:10,-33.0117,17.9442,65.19,91,19,23.51
362,Beringovskiy,RU,2022-01-26 18:20:11,63.05,179.3167,-7.96,100,98,1.95
363,Horizontina,BR,2022-01-26 18:20:11,-27.6258,-54.3078,103.78,23,35,8.08
364,Sao Joao Da Barra,BR,2022-01-26 18:20:11,-21.6403,-41.0511,89.69,76,11,27.11
365,Itaueira,BR,2022-01-26 18:20:12,-7.6033,-43.0256,85.3,60,93,2.75
366,Avera,US,2022-01-26 18:20:12,33.194,-82.5271,56.71,59,5,10.47
367,Lorengau,PG,2022-01-26 18:20:12,-2.0226,147.2712,81.72,78,93,6.26
368,Rawlins,US,2022-01-26 18:19:10,41.7911,-107.2387,26.82,58,20,20.2
369,Torbay,CA,2022-01-26 18:15:30,47.6666,-52.7314,40.28,96,100,10.36
370,Krasnoarmeyskoye,RU,2022-01-26 18:20:13,52.7182,50.0322,11.43,95,100,8.46
371,Ishigaki,JP,2022-01-26 18:20:13,24.3448,124.1572,70.77,70,78,16.02
372,Bonthe,SL,2022-01-26 18:20:13,7.5264,-12.505,82.4,63,60,11.9
373,Wlingi,ID,2022-01-26 18:20:13,-8.0776,112.3311,72.46,95,100,2.1
374,Yerbogachen,RU,2022-01-26 18:20:14,61.2767,108.0108,-16.33,100,96,3.96
375,Bundaberg,AU,2022-01-26 18:20:14,-24.85,152.35,74.21,94,100,1.99
376,Sitka,US,2022-01-26 18:18:15,57.0531,-135.33,33.69,86,75,0.0
377,Bayji,IQ,2022-01-26 18:20:14,34.9311,43.487,52.52,43,80,2.8
378,Gigmoto,PH,2022-01-26 18:20:15,13.7796,124.39,77.65,91,99,8.77
379,Broken Hill,AU,2022-01-26 18:20:15,-31.95,141.4333,83.43,47,82,12.44
380,Revda,RU,2022-01-26 18:20:15,56.801,59.9303,2.21,99,100,2.37
381,Upernavik,GL,2022-01-26 18:20:16,72.7868,-56.1549,-5.71,64,42,5.86
382,Nelson Bay,AU,2022-01-26 18:20:16,-32.7167,152.15,68.0,93,14,9.4
383,Portland,US,2022-01-26 18:15:56,45.5234,-122.6762,43.77,76,100,11.01
384,Narrabri,AU,2022-01-26 18:20:16,-30.3167,149.7833,68.52,94,14,1.01
385,Ilulissat,GL,2022-01-26 18:20:17,69.2167,-51.1,17.62,67,100,20.71
386,Quatre Cocos,MU,2022-01-26 18:20:17,-20.2078,57.7625,75.31,63,2,12.08
387,Pontes E Lacerda,BR,2022-01-26 18:19:36,-15.2261,-59.3353,86.32,66,93,1.99
388,Lively,CA,2022-01-26 18:20:17,46.4334,-81.1498,4.01,71,25,6.26
389,Lgov,RU,2022-01-26 18:20:18,51.6307,35.2775,4.01,100,94,4.29
390,Port Augusta,AU,2022-01-26 18:20:18,-32.5,137.7667,80.29,55,83,3.51
391,Belaya Gora,RU,2022-01-26 18:20:18,68.5333,146.4167,-39.28,100,60,5.3
392,Pochutla,MX,2022-01-26 18:20:19,15.7432,-96.4661,87.62,46,1,8.99
393,Hami,CN,2022-01-26 18:20:19,42.8,93.45,23.72,45,16,0.49
394,Matamoros,MX,2022-01-26 18:20:19,25.5333,-103.25,66.11,34,40,5.75
395,Shenkursk,RU,2022-01-26 18:20:19,62.1091,42.896,-1.48,99,57,3.94
396,Viedma,AR,2022-01-26 18:20:20,-40.8135,-62.9967,72.01,34,9,15.66
397,Jalu,LY,2022-01-26 18:20:20,29.0331,21.5482,51.22,54,59,8.5
398,Conceicao Do Araguaia,BR,2022-01-26 18:20:20,-8.2578,-49.2647,86.27,61,100,1.86
399,Tingo Maria,PE,2022-01-26 18:20:21,-9.2895,-76.0088,79.11,73,75,2.3
400,Tupiza,BO,2022-01-26 18:20:21,-21.45,-65.7167,66.94,51,94,5.19
401,Darhan,MN,2022-01-26 18:20:21,49.4867,105.9228,-11.27,97,14,4.36
402,Ambatofinandrahana,MG,2022-01-26 18:20:22,-20.55,46.8,59.59,92,3,4.5
403,Gamba,GA,2022-01-26 18:20:22,-2.65,10.0,76.77,87,74,5.64
404,Pringsewu,ID,2022-01-26 18:15:44,-5.3582,104.9744,74.55,95,100,0.56
405,Qaqortoq,GL,2022-01-26 18:21:22,60.7167,-46.0333,19.9,90,60,3.36
406,Shimoda,JP,2022-01-26 18:21:23,34.6667,138.95,43.11,79,65,3.18
407,Mareeba,AU,2022-01-26 18:21:23,-17.0,145.4333,74.12,96,100,1.32
408,Sao Gabriel Da Cachoeira,BR,2022-01-26 18:21:23,-0.1303,-67.0892,87.6,70,75,6.91
409,Waipawa,NZ,2022-01-26 18:21:24,-41.4122,175.5153,54.23,84,72,13.33
410,Potam,MX,2022-01-26 18:21:24,27.6,-110.3833,73.44,30,40,2.59
411,Luena,AO,2022-01-26 18:21:24,-11.7833,19.9167,64.72,91,99,2.46
412,Kavaratti,IN,2022-01-26 18:21:25,10.5669,72.642,78.28,54,72,4.7
413,Naryan-Mar,RU,2022-01-26 18:21:25,67.6713,53.087,7.25,94,53,14.9
414,Kolda,SN,2022-01-26 18:21:25,12.8833,-14.95,93.51,21,0,4.61
415,Fremont,US,2022-01-26 18:20:18,37.5483,-121.9886,58.78,82,100,1.99
416,Ulaangom,MN,2022-01-26 18:21:25,49.9811,92.0667,-19.14,94,100,3.71
417,Gracac,HR,2022-01-26 18:21:26,44.3006,15.8547,35.38,91,6,6.17
418,Varnavino,RU,2022-01-26 18:21:26,57.4035,45.0916,3.45,99,98,2.86
419,Ucar,AZ,2022-01-26 18:21:26,40.519,47.6542,32.18,82,30,5.88
420,Kupang,ID,2022-01-26 18:21:27,-10.1667,123.5833,81.18,89,75,5.75
421,Xingyi,CN,2022-01-26 18:21:27,24.1877,102.817,50.67,84,63,4.07
422,Bud,US,2022-01-26 18:21:27,39.447,-86.1758,19.22,57,0,1.79
423,Atar,MR,2022-01-26 18:21:27,20.5169,-13.0499,84.25,10,0,4.61
424,Muravlenko,RU,2022-01-26 18:21:28,63.7898,74.523,0.34,96,97,12.57
425,Ayan,RU,2022-01-26 18:21:28,56.45,138.1667,-1.5,68,92,10.92
426,Praia Da Vitoria,PT,2022-01-26 18:21:28,38.7333,-27.0667,61.05,82,75,10.45
427,Oktyabrskiy,RU,2022-01-26 18:21:29,54.4815,53.471,15.87,95,100,6.91
428,Leningradskiy,RU,2022-01-26 18:21:29,69.3833,178.4167,-27.6,88,58,3.22
429,Mangrol,IN,2022-01-26 18:21:29,21.1167,70.1167,64.33,36,0,10.36
430,Kyaikto,MM,2022-01-26 18:21:29,17.3,97.0167,68.56,49,2,4.81
431,Shenjiamen,CN,2022-01-26 18:21:30,29.9576,122.298,50.0,92,100,17.0
432,Sira,IN,2022-01-26 18:21:30,13.7453,76.9092,74.89,59,97,11.36
433,Visnes,NO,2022-01-26 18:21:30,59.3556,5.2242,44.65,87,75,14.97
434,Kropotkin,RU,2022-01-26 18:21:31,45.4375,40.5756,28.92,96,100,4.29
435,Lages,BR,2022-01-26 18:21:31,-27.8161,-50.3261,94.51,27,83,4.07
436,Marco,US,2022-01-26 18:21:31,25.9726,-81.729,81.05,56,100,4.0
437,Sheopur,IN,2022-01-26 18:21:31,25.6667,76.7,52.92,53,0,2.86
438,Acton,GB,2022-01-26 18:21:32,51.509,-0.2762,46.13,74,100,7.0
439,Odesskoye,RU,2022-01-26 18:21:32,54.2111,72.9651,-6.05,100,91,4.81
440,Dale,US,2022-01-26 18:21:32,38.1689,-86.99,24.1,53,0,4.61
441,Corpus Christi,US,2022-01-26 18:21:20,27.8006,-97.3964,61.07,73,40,7.0
442,Moranbah,AU,2022-01-26 18:21:33,-22.0016,148.0466,72.37,87,100,10.71
443,Narsaq,GL,2022-01-26 18:21:33,60.9167,-46.05,19.62,86,56,2.35
444,Moerai,PF,2022-01-26 18:21:33,-22.4333,-151.3333,79.74,81,100,13.11
445,Minab,IR,2022-01-26 18:21:34,27.1467,57.0801,54.9,53,0,0.81
446,Abalak,RU,2022-01-26 18:21:34,58.1286,68.5944,1.0,98,78,4.34
447,Carberry,CA,2022-01-26 18:21:34,49.8689,-99.3602,32.23,85,43,22.26
448,Aldan,RU,2022-01-26 18:21:34,58.6031,125.3894,-8.39,98,100,5.75
449,Harper,LR,2022-01-26 18:21:35,4.375,-7.7169,81.79,73,17,9.6
450,Burnie,AU,2022-01-26 18:21:35,-41.0667,145.9167,64.94,80,100,16.26
451,Kultayevo,RU,2022-01-26 18:22:35,57.8943,55.9392,-2.04,84,20,0.0
452,Hirna,ET,2022-01-26 18:22:36,9.2167,41.1,59.27,36,6,3.62
453,Tanout,NE,2022-01-26 18:22:36,14.9709,8.8879,65.01,15,10,16.84
454,Faya,SA,2022-01-26 18:22:36,18.3851,42.4509,55.51,82,50,7.0
455,Masyaf,SY,2022-01-26 18:22:37,35.0653,36.3406,39.25,98,100,4.03
456,Coquimbo,CL,2022-01-26 18:20:54,-29.9533,-71.3436,68.16,70,9,8.75
457,Namibe,AO,2022-01-26 18:22:37,-15.1961,12.1522,76.44,82,36,7.9
458,Mount Pleasant,US,2022-01-26 18:19:28,32.7941,-79.8626,55.18,75,100,5.75
459,Fallon,US,2022-01-26 18:22:38,39.4735,-118.7774,38.91,55,20,0.0
460,Benjamin Aceval,PY,2022-01-26 18:22:38,-24.9667,-57.5667,107.74,26,76,6.98
461,Havre-Saint-Pierre,CA,2022-01-26 18:22:38,50.2334,-63.5986,7.39,61,75,9.22
462,Saint-Joseph,RE,2022-01-26 18:22:38,-21.3667,55.6167,73.78,68,44,7.92
463,Nalut,LY,2022-01-26 18:22:39,30.3333,10.85,45.28,41,43,8.9
464,Norman Wells,CA,2022-01-26 18:22:39,65.282,-126.8329,15.84,79,75,9.22
465,Rassvet,RU,2022-01-26 18:22:39,46.8333,40.75,25.84,100,67,6.26
466,Boli,CN,2022-01-26 18:22:40,45.7667,130.5167,7.54,81,89,9.33
467,Boyle,US,2022-01-26 18:22:40,37.6334,-84.8666,29.26,45,0,0.0
468,Taoudenni,ML,2022-01-26 18:22:40,22.6783,-3.9836,76.64,13,72,8.88
469,Dingle,PH,2022-01-26 18:22:40,10.9995,122.6711,75.6,94,55,6.67
470,Aden,YE,2022-01-26 18:22:41,12.7794,45.0367,76.68,65,2,10.65
471,Salinas,US,2022-01-26 18:22:41,36.6777,-121.6555,63.19,67,0,16.11
472,Taltal,CL,2022-01-26 18:22:41,-25.4,-70.4833,70.84,67,3,6.85
473,Tambura,SS,2022-01-26 18:22:41,5.6,27.4667,82.11,23,100,5.26
474,Anjozorobe,MG,2022-01-26 18:22:42,-18.4,47.8667,64.72,95,97,5.06
475,Daimiel,ES,2022-01-26 18:22:42,39.07,-3.615,49.08,72,20,10.36
476,Huangmei,CN,2022-01-26 18:22:42,30.1924,116.025,39.97,94,100,7.38
477,Berlevag,NO,2022-01-26 18:22:43,70.8578,29.0864,22.95,74,0,17.27
478,Port Hardy,CA,2022-01-26 18:22:43,50.6996,-127.4199,37.76,100,100,5.75
479,Kamsack,CA,2022-01-26 18:22:43,51.5667,-101.9009,28.85,84,100,22.84
480,Bandarbeyla,SO,2022-01-26 18:22:44,9.4942,50.8122,74.5,62,8,19.01
481,Strezhevoy,RU,2022-01-26 18:22:44,60.7333,77.5889,-0.02,100,80,5.79
482,Kisangani,CD,2022-01-26 18:22:44,0.5167,25.2,79.18,58,98,2.46
483,San Andres,CO,2022-01-26 18:22:44,12.5847,-81.7006,86.02,58,20,10.36
484,Mecca,SA,2022-01-26 18:22:45,21.4267,39.8261,68.0,69,24,15.35
485,Cervo,ES,2022-01-26 18:22:45,43.6702,-7.4101,51.96,85,12,10.38
486,Dehloran,IR,2022-01-26 18:22:45,32.6941,47.2679,59.83,55,94,10.98
487,Pingliang,CN,2022-01-26 18:22:46,35.5392,106.6861,24.75,89,100,5.88
488,Westport,US,2022-01-26 18:22:40,41.1415,-73.3579,29.25,35,0,3.0
489,Glotovka,RU,2022-01-26 18:22:46,53.9491,46.7042,2.3,98,100,5.61
490,Locri,IT,2022-01-26 18:22:46,38.2414,16.2623,53.82,83,19,10.2
491,Tahoua,NE,2022-01-26 18:22:46,14.8888,5.2692,70.74,11,2,11.86
492,Marienburg,PL,2022-01-26 18:22:47,54.0359,19.0266,40.12,97,100,15.52
493,Sundargarh,IN,2022-01-26 18:23:47,22.1167,84.0333,56.95,47,0,5.99
494,Alofi,NU,2022-01-26 18:23:47,-19.0595,-169.9187,76.89,94,11,3.44
495,Laguna,US,2022-01-26 18:23:48,38.421,-121.4238,62.01,74,0,1.01
496,Ende,ID,2022-01-26 18:23:48,-8.8432,121.6623,78.58,90,99,6.42
497,Lasa,IT,2022-01-26 18:23:48,46.6166,10.7002,35.37,71,2,6.04
498,Cedar City,US,2022-01-26 18:21:46,37.6775,-113.0619,31.39,59,0,4.61
499,Celendin,PE,2022-01-26 18:23:49,-6.8703,-78.1517,59.52,88,100,2.46
500,Roebourne,AU,2022-01-26 18:23:49,-20.7833,117.1333,82.0,62,2,9.98
501,Volterra,IT,2022-01-26 18:23:49,43.4003,10.86,50.29,69,99,1.59
502,Kikuyu,KE,2022-01-26 18:23:49,-1.2458,36.6633,65.37,56,0,11.5
503,Kulhudhuffushi,MV,2022-01-26 18:23:50,6.6221,73.07,79.75,56,83,7.63
504,Thurso,GB,2022-01-26 18:23:50,58.5927,-3.5259,52.05,82,100,35.84
505,Bambanglipuro,ID,2022-01-26 18:23:50,-7.95,110.2833,77.36,89,100,7.54
506,Sorong,ID,2022-01-26 18:23:50,-0.8833,131.25,80.96,80,79,12.15
507,Lookan,PH,2022-01-26 18:23:51,5.037,120.1027,80.08,84,45,3.98
508,Okhotsk,RU,2022-01-26 18:23:51,59.3833,143.3,-5.51,84,100,12.66
509,Byron Bay,AU,2022-01-26 18:23:51,-28.65,153.6167,71.87,79,70,7.36
510,Chemal,RU,2022-01-26 18:23:52,51.4111,86.005,12.47,95,100,0.65
511,Ucluelet,CA,2022-01-26 18:23:52,48.9329,-125.5528,34.11,65,30,4.0
512,Kuytun,RU,2022-01-26 18:20:06,54.3419,101.5036,-16.55,100,88,2.77
513,Arlit,NE,2022-01-26 18:23:52,18.7369,7.3853,67.17,17,69,12.84
514,Prado,BR,2022-01-26 18:23:52,-17.3411,-39.2208,80.74,75,100,7.16
515,Edson,CA,2022-01-26 18:23:53,53.5835,-116.4356,35.74,51,0,14.97
516,Lumberton,US,2022-01-26 18:23:53,34.6182,-79.0086,49.1,51,13,13.94
517,Caborca,MX,2022-01-26 18:23:53,30.5838,-111.101,60.24,24,95,1.34
518,Luanda,AO,2022-01-26 18:23:54,-8.8368,13.2343,77.85,71,98,1.52
519,La Ronge,CA,2022-01-26 18:23:54,55.1001,-105.2842,21.45,79,100,16.11
520,Samarai,PG,2022-01-26 18:23:54,-10.6167,150.6667,81.82,80,79,6.35
521,Juegang,CN,2022-01-26 18:23:54,32.3174,121.1855,43.92,92,100,14.9
522,Darnah,LY,2022-01-26 18:23:55,32.767,22.6367,52.32,70,96,16.78
523,Price,US,2022-01-26 18:23:55,39.5994,-110.8107,34.12,50,0,3.44
524,Moussoro,TD,2022-01-26 18:23:55,13.6408,16.4901,72.84,17,15,15.73
525,Trapani,IT,2022-01-26 18:23:56,37.8333,12.6667,46.92,87,0,1.14
526,Moyale,KE,2022-01-26 18:23:56,3.5167,39.0584,74.25,27,0,11.25
527,Ewa Beach,US,2022-01-26 18:23:56,21.3156,-158.0072,76.59,77,0,4.61
528,Coromandel,BR,2022-01-26 18:21:22,-18.4733,-47.2003,76.57,70,92,7.25
529,Krasnoselkup,RU,2022-01-26 18:23:56,65.7,82.4667,-4.2,94,93,18.43
530,Gasa,PS,2022-01-26 18:23:57,31.5,34.4667,48.18,76,100,25.03
531,Henties Bay,NA,2022-01-26 18:23:57,-22.116,14.2845,66.85,84,90,7.0
532,Yabelo,ET,2022-01-26 18:23:57,4.8833,38.0833,67.41,18,3,10.13
533,Inuvik,CA,2022-01-26 18:23:57,68.3499,-133.7218,5.76,85,100,5.75
534,Pueblo Nuevo,MX,2022-01-26 18:23:58,23.3833,-105.3833,62.65,28,85,5.23
535,Port Lincoln,AU,2022-01-26 18:23:58,-34.7333,135.8667,68.86,91,6,5.66
536,Parrita,CR,2022-01-26 18:23:58,9.5201,-84.3225,101.26,51,42,7.52
537,Ambulu,ID,2022-01-26 18:23:59,-8.345,113.6058,77.31,91,100,3.04
538,Batangafo,CF,2022-01-26 18:24:59,7.3008,18.2833,81.19,18,56,4.5
539,Finnsnes,NO,2022-01-26 18:24:59,69.2296,17.9811,25.34,88,99,4.36
