City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
102,Poum,NC,2022-01-26 18:13:02,-20.2333,164.0167,79.83,76,99,8.25
103,Ekibastuz,KZ,2022-01-26 18:13:02,51.6667,75.3667,5.11,94,85,8.23
104,San Angelo,US,2022-01-26 18:13:03,31.4638,-100.437,37.98,65,100,4.0
105,Luderitz,NA,2022-01-26 18:13:03,-26.6481,15.1594,77.72,53,2,24.92
106,Inhambane,MZ,2022-01-26 18:13:03,-23.865,35.3833,79.43,86,97,11.14
107,Kaeo,NZ,2022-01-26 18:13:04,-35.1,173.7833,67.32,96,99,4.94
108,Asau,RO,2022-01-26 18:13:04,46.4333,26.4,31.28,87,100,5.32
109,Tarko-Sale,RU,2022-01-26 18:13:04,64.9225,77.785,1.04,94,100,18.21
110,Tucuma,BR,2022-01-26 18:13:04,-0.1833,-50.05,80.62,84,98,6.15
111,Yellowknife,CA,2022-01-26 18:13:05,62.456,-114.3525,5.41,89,100,6.91
112,Vkhodnoy,RU,2022-01-26 18:13:05,54.9518,73.1711,-2.31,84,40,2.24
113,Mar Del Plata,AR,2022-01-26 18:09:24,-38.0023,-57.5575,68.02,70,0,25.99
114,Cidreira,BR,2022-01-26 18:13:05,-30.1811,-50.2056,82.85,69,70,12.01
115,Sesimbra,PT,2022-01-26 18:13:06,38.4445,-9.1015,57.27,64,18,10.16
116,Hilo,US,2022-01-26 18:13:06,19.7297,-155.09,71.62,83,75,5.75
117,Treinta Y Tres,UY,2022-01-26 18:13:06,-33.2333,-54.3833,70.07,97,100,6.02
118,Port-Gentil,GA,2022-01-26 18:13:06,-0.7193,8.7815,79.83,82,82,10.51
119,Pisco,PE,2022-01-26 18:13:07,-13.7,-76.2167,77.05,61,49,8.05
120,Wanning,CN,2022-01-26 18:13:07,18.8003,110.3967,69.6,89,34,3.53
121,Saint George,US,2022-01-26 18:13:03,37.1041,-113.5841,43.63,45,0,4.0
122,Bambous Virieux,MU,2022-01-26 18:13:07,-20.3428,57.7575,75.45,64,20,4.61
123,Gualeguaychu,AR,2022-01-26 18:13:08,-33.0094,-58.5172,80.04,87,90,14.05
124,Paamiut,GL,2022-01-26 18:13:08,61.994,-49.6678,17.87,78,100,13.09
125,Taksimo,RU,2022-01-26 18:13:08,56.3444,114.8794,-18.53,95,80,1.25
126,Iguape,BR,2022-01-26 18:13:09,-24.7081,-47.5553,85.32,69,14,12.08
127,Vestmanna,FO,2022-01-26 18:13:09,62.1564,-7.1664,36.52,87,100,11.5
128,Ixtapa,MX,2022-01-26 18:13:09,20.7,-105.2,76.23,65,75,5.75
129,Aurdal,NO,2022-01-26 18:13:09,60.9242,9.4159,21.31,91,35,3.83
130,Zhigansk,RU,2022-01-26 18:13:10,66.7697,123.3711,-16.19,99,100,5.23
131,Ponta Do Sol,PT,2022-01-26 18:13:10,32.6667,-17.1,61.43,54,97,7.61
132,Beauchamps,FR,2022-01-26 18:13:10,50.012,1.5176,42.58,75,100,9.84
133,Mahebourg,MU,2022-01-26 18:13:11,-20.4081,57.7,75.49,64,20,4.61
134,Porto Santo,PT,2022-01-26 18:13:11,33.072,-16.3415,60.71,77,40,6.91
135,Cabo San Lucas,MX,2022-01-26 18:14:11,22.8909,-109.9124,76.6,48,0,3.0
136,Nioro,GM,2022-01-26 18:14:11,13.35,-15.75,94.33,6,68,9.64
137,Kodiak,US,2022-01-26 18:14:12,57.79,-152.4072,33.31,80,100,14.97
138,Castro,BR,2022-01-26 18:14:12,-24.7911,-50.0119,87.91,43,68,4.81
139,Itarema,BR,2022-01-26 18:14:12,-2.9248,-39.9167,83.64,66,94,17.85
140,Port Alfred,ZA,2022-01-26 18:14:13,-33.5906,26.891,72.46,86,100,12.57
141,Nome,US,2022-01-26 18:09:40,64.5011,-165.4064,-20.13,76,0,0.0
142,Tuktoyaktuk,CA,2022-01-26 18:14:13,69.4541,-133.0374,1.4,78,100,19.57
143,Margate,GB,2022-01-26 18:14:13,51.3813,1.3862,41.95,78,33,3.0
144,Saltillo,MX,2022-01-26 18:14:13,25.4167,-101.0,55.99,76,40,5.75
145,Vrangel,RU,2022-01-26 18:14:14,42.7297,133.0839,19.98,60,0,12.84
146,Shiraz,IR,2022-01-26 18:09:18,29.6036,52.5388,51.53,55,1,3.58
147,Pacific Grove,US,2022-01-26 18:09:37,36.6177,-121.9166,60.42,75,0,1.01
148,Peniche,PT,2022-01-26 18:14:14,39.3558,-9.3811,57.76,66,12,10.27
149,Kieta,PG,2022-01-26 18:14:14,-6.2167,155.6333,79.39,85,100,3.76
150,Sur,OM,2022-01-26 18:14:15,22.5667,59.5289,69.24,48,6,2.24
151,Stykkisholmur,IS,2022-01-26 18:14:15,65.0757,-22.7297,30.85,88,100,9.51
152,Northam,GB,2022-01-26 18:14:15,51.0333,-4.2167,48.02,92,41,10.29
153,Pandan,PH,2022-01-26 18:14:16,14.0453,124.1694,77.5,90,87,8.84
154,Rio Grande,BR,2022-01-26 18:14:16,-32.035,-52.0986,87.91,82,100,16.75
155,Haines Junction,CA,2022-01-26 18:14:16,60.7522,-137.5108,6.75,85,100,0.0
156,Riyadh,SA,2022-01-26 18:14:16,24.6877,46.7219,69.94,29,0,14.29
157,Karratha,AU,2022-01-26 18:14:17,-20.7377,116.8463,81.43,65,1,11.39
158,Broome,US,2022-01-26 18:14:17,42.2506,-75.833,21.22,58,75,5.99
159,Kloulklubed,PW,2022-01-26 18:14:17,7.0419,134.2556,77.5,81,91,18.39
160,Guerrero Negro,MX,2022-01-26 18:14:18,27.9769,-114.0611,63.25,49,80,0.07
161,Cavalcante,BR,2022-01-26 18:14:18,-13.7975,-47.4583,73.72,84,100,2.86
162,Fairlie,GB,2022-01-26 18:14:18,55.756,-4.8556,49.91,91,100,10.0
163,Emba,KZ,2022-01-26 18:14:18,48.8264,58.1442,20.08,94,100,7.05
164,Atuona,PF,2022-01-26 18:12:29,-9.8,-139.0333,78.64,77,15,20.0
165,Constitucion,CL,2022-01-26 18:14:19,-35.3333,-72.4167,68.49,66,39,9.13
166,Tazovskiy,RU,2022-01-26 18:14:19,67.4667,78.7,6.85,93,100,17.47
167,Esperance,AU,2022-01-26 18:14:19,-33.8667,121.9,62.44,85,100,9.89
168,Pevek,RU,2022-01-26 18:14:19,69.7008,170.3133,-35.45,99,58,4.16
169,Pervomayskoye,RU,2022-01-26 18:14:20,43.919,46.7102,34.07,88,92,9.17
170,Alta Floresta,BR,2022-01-26 18:14:20,-9.8756,-56.0861,89.42,58,40,3.44
171,Melilla,ES,2022-01-26 18:14:20,35.2937,-2.9383,59.38,63,20,10.36
172,Charters Towers,AU,2022-01-26 18:14:21,-20.1,146.2667,72.97,94,100,8.9
173,Pathein,MM,2022-01-26 18:14:21,16.7833,94.7333,67.71,79,0,3.44
174,Kidal,ML,2022-01-26 18:14:21,18.4411,1.4078,70.09,13,67,10.94
175,Petropavlovka,RU,2022-01-26 18:12:12,50.6114,105.3196,-12.8,97,78,2.93
176,Barreirinhas,BR,2022-01-26 18:14:22,-2.7469,-42.8264,86.2,66,67,9.17
177,Talara,PE,2022-01-26 18:14:22,-4.5772,-81.2719,84.96,61,0,12.66
178,Turayf,SA,2022-01-26 18:14:22,31.6725,38.6637,44.85,57,20,4.61
179,Nikolskoye,RU,2022-01-26 18:14:22,59.7035,30.7861,26.71,91,100,7.99
180,Charlestown,AU,2022-01-26 18:10:48,-32.95,151.6667,67.73,89,11,5.53
181,Talcahuano,CL,2022-01-26 18:15:23,-36.7167,-73.1167,64.15,78,3,11.27
182,Linkoping,SE,2022-01-26 18:15:23,58.4109,15.6216,38.59,75,0,11.5
183,Seymchan,RU,2022-01-26 18:15:23,62.8833,152.4333,-34.42,100,97,1.21
184,Tuatapere,NZ,2022-01-26 18:15:24,-46.1333,167.6833,50.83,84,97,8.34
185,Albany,US,2022-01-26 18:14:20,42.6001,-73.9662,21.45,43,2,5.01
186,Trenggalek,ID,2022-01-26 18:15:24,-8.05,111.7167,76.03,93,100,3.29
187,Rosia,RO,2022-01-26 18:15:24,45.8167,24.3167,25.09,93,100,3.44
188,Chilchotla,MX,2022-01-26 18:15:25,19.2548,-97.1844,59.92,67,38,5.93
189,Nanortalik,GL,2022-01-26 18:15:25,60.1432,-45.2371,20.57,89,100,5.46
190,Chokurdakh,RU,2022-01-26 18:15:25,70.6333,147.9167,-29.56,99,36,10.38
191,Ballina,AU,2022-01-26 18:15:26,-28.8667,153.5667,69.78,95,68,7.07
192,Coracora,PE,2022-01-26 18:15:26,-15.0333,-73.7833,63.16,46,41,13.2
193,Zyryanka,RU,2022-01-26 18:15:26,65.75,150.85,-39.35,99,67,7.07
194,Guaruja,BR,2022-01-26 18:15:26,-23.9931,-46.2564,98.2,70,75,6.91
195,Lake Havasu City,US,2022-01-26 18:14:57,34.4839,-114.3224,58.23,26,0,8.99
196,Jolalpan,MX,2022-01-26 18:15:27,18.325,-98.8417,82.0,29,0,2.26
197,Hagi,JP,2022-01-26 18:15:27,34.4,131.4167,41.74,68,100,2.42
198,Slavutych,UA,2022-01-26 18:15:27,51.5196,30.7343,25.2,69,100,1.99
199,Hithadhoo,MV,2022-01-26 18:15:28,-0.6,73.0833,81.57,72,100,19.15
200,Saskylakh,RU,2022-01-26 18:12:11,71.9167,114.0833,0.32,83,32,6.82
201,Miri,MY,2022-01-26 18:15:28,4.4148,114.0089,75.34,100,40,10.36
202,Catamarca,AR,2022-01-26 18:15:28,-28.4696,-65.7852,86.74,62,20,16.67
203,Jinxiang,CN,2022-01-26 18:15:29,27.4327,120.6062,53.47,90,95,5.64
204,Barrow,US,2022-01-26 18:15:29,71.2906,-156.7887,-11.18,70,0,18.41
205,Ahipara,NZ,2022-01-26 18:15:29,-35.1667,173.1667,66.97,91,97,13.69
206,Tasiilaq,GL,2022-01-26 18:15:29,65.6145,-37.6368,14.16,66,100,4.94
207,Praya,CV,2022-01-26 18:15:30,14.9215,-23.5087,77.54,61,0,25.32
208,Pilot Butte,CA,2022-01-26 18:15:30,50.4668,-104.4178,32.67,84,100,33.38
209,Fonte Boa,BR,2022-01-26 18:15:30,-2.4959,-66.2662,79.47,83,97,2.68
210,Pangnirtung,CA,2022-01-26 18:15:31,66.1451,-65.7125,-13.0,70,75,2.3
211,Lucea,JM,2022-01-26 18:15:31,18.451,-78.1736,84.06,69,3,14.5
212,Olafsvik,IS,2022-01-26 18:15:31,64.8945,-23.7142,35.71,59,100,11.65
213,Dali,CN,2022-01-26 18:15:32,25.7,100.1833,40.44,91,38,5.35
214,Zhetysay,KZ,2022-01-26 18:15:32,40.7333,68.3,38.19,48,0,5.57
215,Batagay,RU,2022-01-26 18:15:32,67.6333,134.6333,-20.74,95,100,4.5
216,Basco,PH,2022-01-26 18:15:32,20.4487,121.9702,74.97,80,100,23.42
217,Sayyan,YE,2022-01-26 18:15:33,15.1718,44.3244,53.65,39,1,2.01
218,Chumikan,RU,2022-01-26 18:12:14,54.7183,135.315,-9.42,94,30,12.8
219,Murray Bridge,AU,2022-01-26 18:15:33,-35.1167,139.2667,79.7,70,89,5.46
220,Anadyr,RU,2022-01-26 18:15:33,64.75,177.4833,-25.13,92,69,3.76
221,Tomatlan,MX,2022-01-26 18:15:34,19.9333,-105.25,85.24,36,67,4.61
222,Massaguet,TD,2022-01-26 18:15:34,12.4755,15.4365,76.1,17,8,10.27
223,Fortuna,US,2022-01-26 18:12:53,40.5982,-124.1573,39.54,100,0,0.0
224,Sechura,PE,2022-01-26 18:16:34,-5.5569,-80.8222,81.81,56,79,7.05
225,Bahia Blanca,AR,2022-01-26 18:16:35,-38.7196,-62.2724,73.78,33,0,21.34
226,Whitehorse,CA,2022-01-26 18:14:12,60.7161,-135.0538,18.37,86,75,4.61
227,Muros,ES,2022-01-26 18:16:35,42.7762,-9.0603,55.83,63,0,7.67
228,Tangping,CN,2022-01-26 18:16:08,22.0265,111.9323,69.12,90,100,2.26
229,Comodoro Rivadavia,AR,2022-01-26 18:16:36,-45.8667,-67.5,64.26,48,20,13.8
230,Meulaboh,ID,2022-01-26 18:16:36,4.1363,96.1285,77.02,82,43,2.93
231,Bathsheba,BB,2022-01-26 18:16:36,13.2167,-59.5167,84.81,61,20,12.66
232,Beloha,MG,2022-01-26 18:16:37,-25.1667,45.05,72.18,78,0,18.37
233,Te Anau,NZ,2022-01-26 18:16:37,-45.4167,167.7167,46.54,81,78,0.81
234,Nova Olinda Do Norte,BR,2022-01-26 18:16:37,-3.8881,-59.0942,79.25,90,100,2.24
235,Lompoc,US,2022-01-26 18:16:38,34.6391,-120.4579,68.09,62,0,0.0
236,Rawson,AR,2022-01-26 18:12:41,-43.3002,-65.1023,65.53,54,17,12.66
237,Porto Novo,BJ,2022-01-26 18:16:38,6.4965,2.6036,84.02,50,43,7.92
238,Necochea,AR,2022-01-26 18:16:38,-38.5473,-58.7368,69.04,47,37,23.02
239,Frontera,MX,2022-01-26 18:16:39,26.9333,-101.45,51.55,87,100,0.0
240,Sao Filipe,CV,2022-01-26 18:16:39,14.8961,-24.4956,77.99,60,42,12.53
241,Bengkulu,ID,2022-01-26 18:16:39,-3.8004,102.2655,78.24,84,100,2.59
242,Lagos,NG,2022-01-26 18:12:00,6.5833,3.75,84.52,56,10,6.98
243,Jardim,BR,2022-01-26 18:16:39,-21.4803,-56.1381,97.48,34,80,6.02
244,Santa Fe,AR,2022-01-26 18:15:09,-31.6333,-60.7,83.91,74,78,8.93
245,Manbij,SY,2022-01-26 18:16:40,36.5281,37.9549,36.37,94,100,6.46
246,Puerto Baquerizo Moreno,EC,2022-01-26 18:16:40,-0.9,-89.6,79.79,74,75,16.11
247,Tamandare,BR,2022-01-26 18:16:40,-8.7597,-35.1047,83.88,64,13,9.31
248,Saint-Georges,GD,2022-01-26 18:16:41,12.0564,-61.7485,80.28,74,75,13.8
249,Wexford,IE,2022-01-26 18:16:41,52.3342,-6.4575,49.12,87,53,19.53
250,Lavrentiya,RU,2022-01-26 18:16:41,65.5833,-171.0,-22.23,88,23,3.96
251,Grand Gaube,MU,2022-01-26 18:16:41,-20.0064,57.6608,75.6,66,3,5.01
252,Korla,CN,2022-01-26 18:16:42,41.7597,86.1469,23.72,62,0,1.21
253,Kashi,CN,2022-01-26 18:16:42,39.4547,75.9797,30.25,50,13,8.95
254,Novo Aripuana,BR,2022-01-26 18:16:42,-5.1206,-60.3797,76.64,96,100,2.42
255,Lukang,TW,2022-01-26 18:16:43,24.0567,120.4352,70.43,91,100,11.16
256,Maragogi,BR,2022-01-26 18:16:43,-9.0122,-35.2225,83.55,66,23,9.93
257,Vostok,RU,2022-01-26 18:16:43,46.4856,135.8833,-1.41,99,100,3.2
258,Kontagora,NG,2022-01-26 18:16:44,10.3999,5.4695,82.08,13,0,2.91
259,Port Hedland,AU,2022-01-26 18:15:15,-20.3167,118.5667,80.65,78,35,5.75
260,Caravelas,BR,2022-01-26 18:16:44,-17.7125,-39.2481,80.17,74,100,5.79
261,Altamira,BR,2022-01-26 18:16:44,-3.2033,-52.2064,86.09,74,75,4.61
262,Souillac,MU,2022-01-26 18:16:45,-20.5167,57.5167,75.58,64,20,4.61
263,Kizilskoye,RU,2022-01-26 18:16:45,52.7255,58.8937,3.09,99,79,6.51
264,Svetlogorsk,BY,2022-01-26 18:16:45,52.6333,29.7333,12.72,95,98,2.19
265,French Harbor,HN,2022-01-26 18:16:45,16.35,-86.4333,84.0,84,40,13.8
266,Bulgan,MN,2022-01-26 18:16:46,48.8125,103.5347,-7.26,90,9,3.62
267,Xapuri,BR,2022-01-26 18:16:46,-10.6517,-68.5044,90.25,50,93,2.98
268,Kantunilkin,MX,2022-01-26 18:17:46,21.0917,-87.45,84.04,67,32,3.38
269,Vanavara,RU,2022-01-26 18:17:47,60.34,102.2797,-17.09,100,86,1.03
270,Akdepe,TM,2022-01-26 18:17:47,42.0551,59.3788,23.09,72,13,10.71
271,Hofn,IS,2022-01-26 18:17:47,64.2539,-15.2082,30.22,69,100,5.75
272,Ravar,IR,2022-01-26 18:17:07,31.2656,56.8055,50.14,35,0,2.59
273,Geraldton,AU,2022-01-26 18:17:47,-28.7667,114.6,70.21,73,0,12.66
274,Havelock,US,2022-01-26 18:17:48,34.8791,-76.9013,44.98,61,100,1.99
275,Teya,RU,2022-01-26 18:17:48,60.3778,92.6267,-19.53,100,39,2.21
276,Copiapo,CL,2022-01-26 18:17:48,-27.3667,-70.3333,84.79,31,2,10.87
277,San Jose,US,2022-01-26 18:15:08,37.3394,-121.895,58.59,73,100,3.44
278,Hambantota,LK,2022-01-26 18:17:49,6.1241,81.1185,74.1,77,81,8.01
279,Belmonte,BR,2022-01-26 18:17:49,-15.8631,-38.8828,77.5,69,99,7.07
280,Saint Anthony,US,2022-01-26 18:17:49,45.0205,-93.218,13.78,63,0,5.99
281,Alcudia,ES,2022-01-26 18:17:49,39.8532,3.1214,54.25,69,0,2.51
282,Ojinaga,MX,2022-01-26 18:15:01,29.5667,-104.4167,60.57,51,0,10.36
283,Kaitangata,NZ,2022-01-26 18:17:50,-46.2817,169.8464,52.93,79,63,9.73
284,Padang,ID,2022-01-26 18:17:50,-0.9492,100.3543,78.49,82,100,4.38
285,Icatu,BR,2022-01-26 18:17:50,-2.7758,-44.0658,84.63,76,86,7.31
286,Beaver Dam,US,2022-01-26 18:17:51,43.4578,-88.8373,7.03,59,0,3.0
287,Kavieng,PG,2022-01-26 18:17:51,-2.5744,150.7967,82.35,77,88,8.3
288,San Rafael,AR,2022-01-26 18:17:51,-34.6177,-68.3301,86.36,34,8,19.69
289,Ellisras,ZA,2022-01-26 18:17:51,-23.6649,27.7443,74.62,62,97,7.02
290,Kysyl-Syr,RU,2022-01-26 18:17:52,63.8986,122.7617,-4.72,98,100,4.43
291,College,US,2022-01-26 18:13:56,64.8569,-147.8028,-0.74,78,75,0.0
292,Mangai,CD,2022-01-26 18:17:52,-4.05,19.5333,71.04,94,100,1.63
